id,market_hash_name,avg_price
3499190,Sticker | freakazoid (Gold) | Cologne 2015,0.0
3499378,Sticker | allu (Gold) | Cluj-Napoca 2015,0.0
3505961,Sticker | Don't Worry(Foil),0.0
3520956,Sticker | fer (Foil) | Cluj-Napoca 2015,12.43
3524040,Sticker | Natus Vincere (Foil) | Cologne 2014,0.0
3534978,Sticker | ScreaM (Gold) | Cluj-Napoca 2015,0.0
3538894,Sticker | Rickeh (Gold) | Cologne 2015,0.0
3539791,Sticker | SmithZz (Foil) | MLG Columbus 2016,9.43
3542632,Sticker | DavCost (Foil) | Cluj-Napoca 2015,28.24
3571814,Sticker | hazed (Foil) | Cluj-Napoca 2015,17.56
3595597,Sticker | NEO (Gold) | Cluj-Napoca 2015,0.0
3619608,Sticker | seized (Gold) | Cologne 2015,0.0
3748797,Sticker | USTILO (Foil) | Cologne 2015,8.9
3842893,Sticker | flusha (Gold) | MLG Columbus 2016,0.0
3873229,Sticker | peet (Foil) | Cluj-Napoca 2015,21.8
3901971,Sticker | cajunb (Gold) | MLG Columbus 2016,0.0
4064102,Sticker | byali (Gold) | Cluj-Napoca 2015,0.0
4147889,Sticker | markeloff (Gold) | Cologne 2015,0.0
4331502,Sticker | abE (Foil) | MLG Columbus 2016,28.34
4356992,Sticker | friberg (Gold) | MLG Columbus 2016,0.0
4384816,Sticker | NEO (Gold) | Cologne 2015,0.0
4386997,Sticker | NBK- (Gold) | Cologne 2015,0.0
922739720,Sticker | Green Swallow,0.33
1426634418,Sticker | apEX (Gold) | Boston 2018,115.09
4298818,Sticker | LGB eSports (Holo) | Katowice 2014,600.0
1426736868,Sticker | GuardiaN (Gold) | Boston 2018,0.0
4415765,Sticker | rallen (Gold) | Cologne 2015,0.0
4415815,Sticker | kioShiMa (Gold) | Cluj-Napoca 2015,0.0
4419777,Sticker | Shooter,0.0
4422213,Sticker | n0thing (Gold) | Cologne 2015,0.0
4447676,Sticker | Xizt (Gold) | Cluj-Napoca 2015,0.0
4460984,Sticker | Shooter Close (Foil),0.0
4465748,Sticker | Rickeh (Foil) | Cologne 2015,8.76
4496240,Sticker | gob b (Gold) | Cluj-Napoca 2015,0.0
4611432,Sticker | Virtus.Pro (Foil) | Katowice 2014,479.0
4514925,Sticker | karrigan (Gold) | Cluj-Napoca 2015,0.0
4611433,Sticker | Gold ESL Skull (Foil) | Katowice 2014,100.0
4520860,Sticker | dAT team (Foil) | Cologne 2014,0.0
4520862,Sticker | Virtus.Pro (Foil) | Cologne 2014,0.0
4611434,Sticker | Ninjas in Pyjamas (Foil) | Katowice 2014,400.0
4550314,Sticker | boltz (Gold) | Cluj-Napoca 2015,0.0
4566680,Sticker | PENTA Sports (Gold) | DreamHack 2014,0.0
4634138,Sticker | fer (Gold) | Cologne 2015,0.0
4637700,Sticker | Frosty the Hitman,0.0
4645321,Sticker | Snax (Gold) | Cluj-Napoca 2015,0.0
4655912,Sticker | Edward (Foil) | Cluj-Napoca 2015,9.86
4686637,Sticker | jdm64 (Gold) | MLG Columbus 2016,0.0
4763932,Sticker | Havoc (Gold) | Cologne 2015,0.0
4841846,Sticker | FugLy (Foil) | Cluj-Napoca 2015,21.88
4841948,Sticker | nex (Foil) | MLG Columbus 2016,13.01
4853249,Sticker | tarik (Foil) | MLG Columbus 2016,24.0
4889492,Sticker | GruBy (Gold) | Cologne 2015,0.0
9773024,Sticker | Team Dignitas (Holo) | Katowice 2014,830.0
4991648,Sticker | Fnatic (Foil) | MLG Columbus 2016,22.73
5005576,Sticker | markeloff (Foil) | MLG Columbus 2016,21.18
5165972,Sticker | Boom(Foil),0.0
5191684,Sticker | nex (Gold) | Cologne 2015,0.0
5234341,Sticker | shroud (Gold) | MLG Columbus 2016,0.0
5242514,Sticker | gob b (Foil) | Cluj-Napoca 2015,23.42
4513324,Sticker | T-Rekt,0.93
5309498,Sticker | reltuC (Gold) | MLG Columbus 2016,0.0
6166468,Sticker | Shooter Close,0.0
7135792,Sticker | JW (Gold) | Cluj-Napoca 2015,0.0
7226198,Sticker | mousesports (Foil) | Cluj-Napoca 2015,31.52
7231526,Sticker | tarik (Gold) | Cluj-Napoca 2015,0.0
7651882,Sticker | jdm64 | Cluj-Napoca 2015,5.56
7820081,Sticker | freakazoid (Gold) | MLG Columbus 2016,0.0
7846108,Sticker | SmithZz (Foil) | Cluj-Napoca 2015,35.01
7846109,Sticker | shox (Foil) | Cluj-Napoca 2015,79.89
7869987,Sticker | apEX (Gold) | Cologne 2015,0.0
7909593,Sticker | WorldEdit (Gold) | MLG Columbus 2016,0.0
7921630,Sticker | reltuC (Gold) | Cologne 2015,0.0
9783856,Sticker | Natus Vincere (Holo) | Katowice 2014,600.0
7972527,Sticker | fox (Gold) | Cologne 2015,0.0
8034335,Sticker | KRIMZ (Gold) | Cluj-Napoca 2015,0.0
8410655,Sticker | nex (Foil) | Cluj-Napoca 2015,33.49
8580884,Sticker | Vox Eminor (Gold) | Katowice 2015,0.0
8678729,Sticker | Hyper (Gold) | Cluj-Napoca 2015,0.0
9013407,Sticker | shroud (Foil) | MLG Columbus 2016,88.34
9105242,Sticker | freakazoid (Gold) | Cluj-Napoca 2015,0.0
9172706,Sticker | Happy (Gold) | MLG Columbus 2016,0.0
9186497,Sticker | nitr0 (Foil) | Cluj-Napoca 2015,20.89
9307814,Sticker | dennis (Gold) | Cologne 2015,0.0
9380065,Sticker | boltz (Gold) | Cologne 2015,0.0
9491729,Sticker | Flipsid3 Tactics (Gold) | Katowice 2015,0.0
9679215,Sticker | JW (Gold) | MLG Columbus 2016,0.0
9831937,Sticker | shox (Gold) | Cologne 2015,0.0
9834806,Sticker | Edward (Gold) | Cologne 2015,0.0
9873815,Sticker | ESC Gaming (Gold) | DreamHack 2014,0.0
20520113,Sticker | Team Dignitas (Foil) | Katowice 2014,830.0
20520114,Sticker | HellRaisers (Foil) | Katowice 2014,366.0
9887235,Sticker | Edward (Gold) | MLG Columbus 2016,0.0
9980504,Sticker | PENTA Sports (Foil) | Katowice 2015,29.83
20607333,Sticker | Gold ESL Wolf (Foil) | Katowice 2014,500.0
10739373,Sticker | chrisJ (Foil) | Cluj-Napoca 2015,33.88
10759496,Sticker | Hyper (Gold) | Cologne 2015,0.0
10791799,Sticker | 3DMAX (Gold) | Katowice 2015,0.0
10810961,Sticker | Skadoodle (Gold) | MLG Columbus 2016,0.0
11048915,Sticker | s1mple (Foil) | MLG Columbus 2016,168.6
11198872,Sticker | James (Foil) | Cologne 2015,24.65
11515152,Sticker | Dosia (Foil) | MLG Columbus 2016,17.43
11541944,Sticker | hooch (Gold) | MLG Columbus 2016,0.0
11542975,Sticker | Maniac (Gold) | Cologne 2015,0.0
21915973,Sticker | compLexity Gaming (Foil) | Katowice 2014,500.0
11577209,Sticker | Frosty the Hitman (Foil),0.0
11613326,Sticker | ScreaM (Gold) | Cologne 2015,0.0
11778564,Sticker | gob b (Gold) | Cologne 2015,0.0
12008062,Sticker | denis (Gold) | Cologne 2015,0.0
12361502,Sticker | aizy (Gold) | MLG Columbus 2016,0.0
12373986,Sticker | olofmeister (Gold) | Cluj-Napoca 2015,0.0
12622535,Sticker | AZR (Gold) | Cologne 2015,0.0
13339283,Sticker | device (Foil) | Cologne 2015,21.99
1426907979,Sticker | rain (Gold) | Boston 2018,0.0
1427020912,Sticker | NBK- (Gold) | Boston 2018,0.0
13355483,Sticker | shroud (Gold) | Cologne 2015,0.0
13413716,Sticker | shroud (Gold) | Cluj-Napoca 2015,0.0
13492957,Sticker | MSL (Gold) | Cluj-Napoca 2015,0.0
13569570,Sticker | HellRaisers (Gold) | Katowice 2015,0.0
14400481,Sticker | B1ad3 (Gold) | Cologne 2015,0.0
14831456,Sticker | Cloud9 G2A (Gold) | Katowice 2015,0.0
15661097,Sticker | coldzera (Gold) | Cluj-Napoca 2015,0.0
16293316,Sticker | DAVEY (Gold) | MLG Columbus 2016,0.0
16508384,Sticker | Ex6TenZ (Gold) | Cluj-Napoca 2015,0.0
17230637,Sticker | LGB eSports (Foil) | Katowice 2015,399.72
18514179,Sticker | tenzki (Gold) | Cluj-Napoca 2015,0.0
19003341,Sticker | Cloud9 (Gold) | DreamHack 2014,0.0
19064171,Sticker | jks (Gold) | Cologne 2015,0.0
19515301,Sticker | aizy (Foil) | Cluj-Napoca 2015,31.36
21089548,Sticker | Planetkey Dynamics (Gold) | DreamHack 2014,0.0
21778093,Sticker | reltuC (Gold) | Cluj-Napoca 2015,0.0
21781774,Sticker | Bravado Gaming (Gold) | DreamHack 2014,0.0
1427153101,Sticker | Twistzz (Gold) | Boston 2018,0.0
1427329759,Sticker | s1mple (Gold) | Boston 2018,0.0
1427495937,Sticker | Misfits Gaming (Foil) | Boston 2018,15.51
1427730643,Sticker | zehN (Gold) | Boston 2018,0.0
1427873887,Sticker | bondik (Foil) | Boston 2018,16.93
1427991861,Sticker | jks (Gold) | Boston 2018,0.0
1428091376,Sticker | qikert (Foil) | Boston 2018,4.88
1428312736,Sticker | keshandr (Gold) | Boston 2018,0.0
1428420411,Sticker | Happy (Gold) | Boston 2018,0.0
1428693371,Sticker | olofmeister (Gold) | Boston 2018,0.0
1428712996,Sticker | Virtus.Pro (Gold) | Boston 2018,0.0
1429251593,Sticker | BIG (Gold) | Boston 2018,0.0
1429345973,Sticker | North (Gold) | Boston 2018,0.0
1429345974,Sticker | aizy (Gold) | Boston 2018,87.09
1429393218,Sticker | flusha (Foil) | Boston 2018,13.33
1429547444,Sticker | Gambit Esports (Gold) | Boston 2018,0.0
1429547445,Sticker | AdreN (Gold) | Boston 2018,94.66
1429737980,Sticker | NiKo (Foil) | Boston 2018,66.86
1429780281,Sticker | SK Gaming (Gold) | Boston 2018,0.0
1430016515,Sticker | Xyp9x (Gold) | Boston 2018,0.0
1430190627,Sticker | SIXER (Gold) | Boston 2018,89.99
1430224218,Sticker | felps (Gold) | Boston 2018,106.16
1430242421,Sticker | coldzera (Gold) | Boston 2018,0.0
1430264068,Sticker | Kjaerbye (Gold) | Boston 2018,0.0
1430269959,Sticker | cajunb (Gold) | Boston 2018,92.71
1430272877,Sticker | Happy (Foil) | Boston 2018,28.19
1430274916,Sticker | FalleN (Gold) | Boston 2018,299.0
1430310973,Sticker | byali (Gold) | Boston 2018,97.2
1430464224,Sticker | B1ad3 (Gold) | Boston 2018,85.08
1430488732,Sticker | Golden (Gold) | Boston 2018,253.41
1430605087,Sticker | devoduvek (Gold) | Boston 2018,215.72
1430770227,Sticker | kNgV- (Gold) | Boston 2018,0.0
1430803222,Sticker | KRIMZ (Gold) | Boston 2018,96.92
1430820881,Sticker | dupreeh (Gold) | Boston 2018,0.0
35173516,Sticker | emagine (Gold) | Cologne 2015,0.0
1438667456,Sticker | Tyloo (Foil) | Boston 2018,620.43
1441787962,Sticker | Sprout Esports (Foil) | Boston 2018,54.75
1447452438,Sticker | seized (Gold) | Boston 2018,245.64
1453859140,Sticker | keev (Gold) | Boston 2018,182.01
1453907837,Sticker | Summer (Foil) | Boston 2018,32.26
1454750549,Sticker | gob b (Gold) | Boston 2018,0.0
1461643069,Sticker | kRYSTAL (Gold) | Boston 2018,197.18
1483786743,Sticker | somebody (Foil) | Boston 2018,92.05
1546201076,Sticker | BnTeT (Gold) | London 2018,257.73
1546201079,Sticker | FACEIT (Gold) | London 2018,0.0
1546201082,Sticker | Tyloo (Gold) | London 2018,0.0
1546201085,Sticker | Gambit Esports (Gold) | London 2018,0.0
1548489101,Sticker | S0tF1k (Gold) | London 2018,103.01
1548489107,Sticker | Vega Squadron (Gold) | London 2018,0.0
1548489110,Sticker | Team Spirit (Gold) | London 2018,0.0
1549435835,Sticker | North (Gold) | London 2018,0.0
1549482137,Sticker | HellRaisers (Gold) | London 2018,0.0
1549482140,Sticker | Team Liquid (Gold) | London 2018,0.0
1549482143,Sticker | Twistzz (Gold) | London 2018,0.0
1549659395,Sticker | Renegades (Gold) | London 2018,0.0
1549659398,Sticker | smooya (Gold) | London 2018,380.87
1549659404,Sticker | BIG (Gold) | London 2018,0.0
1549788749,Sticker | niko (Gold)  | London 2018,0.0
1550113847,Sticker | COLDYY1 (Gold) | London 2018,67.22
1550145518,Sticker | compLexity Gaming (Gold) | London 2018,0.0
1550145521,Sticker | tabseN (Gold) | London 2018,0.0
1550370872,Sticker | Xyp9x (Gold) | London 2018,256.59
1550370875,Sticker | Astralis (Gold) | London 2018,0.0
1550370878,Sticker | Ninjas in Pyjamas (Gold) | London 2018,0.0
1550474561,Sticker | stanislaw (Gold) | London 2018,0.0
1550474567,Sticker | Space Soldiers (Gold) | London 2018,0.0
1550532794,Sticker | dennis (Gold) | London 2018,44.89
1550550425,Sticker | gob b (Gold) | London 2018,0.0
1550550815,Sticker | TACO (Gold) | London 2018,164.98
1550979101,Sticker | mir (Gold) | London 2018,76.66
1551551777,Sticker | ShahZaM (Gold) | London 2018,0.0
1551925517,Sticker | gla1ve (Gold) | London 2018,103.24
1551993245,Sticker | Rogue (Gold) | London 2018,0.0
1552329665,Sticker | nex (Gold) | London 2018,135.5
1552347386,Sticker | OpTic Gaming (Gold) | London 2018,0.0
1565432153,Sticker | Virtus.Pro (Gold) | London 2018,0.0
45079513,Sticker | Fnatic (Foil) | Katowice 2014,500.0
1565583842,Sticker | dupreeh (Gold) | London 2018,0.0
1565701370,Sticker | nitr0 (Gold) | London 2018,93.61
1565954471,Sticker | crush (Gold) | London 2018,0.0
36339344,Sticker | Spiidi (Gold) | Cologne 2015,0.0
37416768,Sticker | Professor_Chaos (Gold) | MLG Columbus 2016,0.0
38113846,Sticker | Shooter (Foil),0.0
40314940,Sticker | Skadoodle (Gold) | Cluj-Napoca 2015,0.0
41072083,Sticker | London Conspiracy (Foil) | Cologne 2014,0.0
41535840,Sticker | DavCost (Gold) | Cluj-Napoca 2015,0.0
51665212,Sticker | Titan (Foil) | Katowice 2014,500.0
64368650,Sticker | Clan-Mystik (Foil) | Katowice 2014,500.0
42090276,Sticker | peet (Gold) | Cluj-Napoca 2015,0.0
43181725,Sticker | MTS GameGod Wolf (Foil) | Cologne 2014,0.0
49497770,Sticker | iBUYPOWER 9Gold) | DreamHack 2014,0.0
66553374,Sticker | 3DMAX (Foil) | Katowice 2014,500.0
49507649,Sticker | myXMG (Gold) | DreamHack 2014,0.0
59642168,Sticker | markeloff (Gold) | Cluj-Napoca 2015,0.0
62118478,Sticker | seang@res (Gold) | Cologne 2015,0.0
63063498,Sticker | Polar Bears (Foil),0.0
67851378,Sticker | 3DMAX (Gold) | DreamHack 2014,0.0
84681433,Sticker | SnypeR (Gold) | Cologne 2015,0.0
459140808,Sticker | PENTA Sports (Gold) | Krakow 2017,0.0
459140809,Sticker | wayLander (Gold) | Krakow 2017,0.0
459510939,Sticker | TACO (Gold) | Krakow 2017,0.0
460167373,Sticker | ropz (Gold) | Krakow 2017,0.0
460238717,Sticker | GuardiaN (Gold) | Krakow 2017,1700.0
1366874489,Sticker | tarik | Boston 2018,3.2
1368482633,Sticker | seang@res (Foil) | Boston 2018,196.61
1371278680,Sticker | Quantum Bellator Fire (Foil) | Boston 2018,16.28
1371928320,Sticker | EliGE | Boston 2018,4.03
1373278376,Sticker | FalleN (Foil) | Boston 2018,10.85
1374463178,Sticker | jR (Gold) | Boston 2018,416.64
1421058957,Sticker | Vega Squadron (Gold) | Boston 2018,0.0
1421723113,Sticker | innocent (Gold) | Boston 2018,199.18
1421758595,Sticker | oskar (Foil) | Boston 2018,5.94
1421772750,Sticker | Dosia (Foil) | Boston 2018,10.52
1422598416,Sticker | rain (Foil) | Boston 2018,22.96
1422904161,Sticker | ngiN (Foil) | Boston 2018,6.65
1422974371,Sticker | Cloud9 (Gold) | Boston 2018,0.0
1422974373,Sticker | Team EnVyUs (Gold) | Boston 2018,0.0
1422974374,Sticker | tarik (Gold) | Boston 2018,317.57
1423984266,Sticker | mousesports (Gold) | Boston 2018,0.0
1423984268,Sticker | Jame (Gold) | Boston 2018,0.0
1423984269,Sticker | Avangar (Gold) | Boston 2018,0.0
1424550250,Sticker | fer (Gold) | Boston 2018,518.0
1568324438,Sticker | SmithZz (Gold) | London 2018,115.11
1568489714,Sticker | flamie (Gold) | London 2018,104.73
1568524232,Sticker | DeadFox (Gold) | London 2018,67.35
1568647730,Sticker | stanislaw (Gold) | Boston 2018,104.09
1568846801,Sticker | karrigan (Gold) | London 2018,124.94
1568975474,Sticker | f0rest (Gold) | London 2018,209.36
1568991350,Sticker | Dosia (Gold) | London 2018,0.0
1568999090,Sticker | Rickeh (Gold) | London 2018,0.0
1569903992,Sticker | v4lde (Gold) | London 2018,82.0
1570028546,Sticker | sdy (Gold) | London 2018,1665.14
1570083323,Sticker | Lekr0 (Gold) | London 2018,125.13
1570173665,Sticker | fer (Gold) | London 2018,120.0
1570182377,Sticker | vice (Gold) | London 2018,75.5
1570368491,Sticker | XANTARES (Gold) | London 2018,131.46
1570372895,Sticker | s1mple (Gold) | London 2018,884.96
1570389308,Sticker | Boombl4 (Gold) | London 2018,99.05
1570484000,Sticker | niko  | London 2018,10.32
1570814288,Sticker | mou (Gold) | London 2018,0.0
1571020514,Sticker | draken (Gold) | London 2018,138.84
1571045750,Sticker | AdreN (Gold) | London 2018,0.0
1571544389,Sticker | cadiaN (Gold) | London 2018,391.47
1571906567,Sticker | rain (Gold) | London 2018,230.33
1571920097,Sticker | gade (Gold) | London 2018,74.48
1571926928,Sticker | olofmeister (Gold) | London 2018,266.19
1572382193,Sticker | jks (Gold) | London 2018,0.0
1573293266,Sticker | Hiko (Gold) | London 2018,107.78
1573600799,Sticker | hutji (Gold) | London 2018,450.64
1574005706,Sticker | Golden (Gold) | London 2018,268.38
1574500090,Sticker | Snappi (Gold) | London 2018,0.0
1575002688,Sticker | Snax (Gold) | London 2018,121.75
1575934103,Sticker | ropz (Gold) | London 2018,0.0
1576160228,Sticker | Ex6TenZ (Gold) | London 2018,60.02
1576464092,Sticker | NiKo (Gold) | London 2018,449.01
1576610372,Sticker | ANDROID (Gold) | London 2018,63.74
1576617419,Sticker | REZ (Gold) | London 2018,107.09
1577120171,Sticker | byali (Gold) | London 2018,366.45
1577286566,Sticker | autimatic (Gold) | London 2018,156.55
1577695127,Sticker | RUSH (Gold) | London 2018,122.56
1578490712,Sticker | flusha (Foil) | London 2018,3.55
1578938063,Sticker | captainMo (Gold) | London 2018,0.0
1579150103,Sticker | dephh (Gold) | London 2018,57.51
1579639751,Sticker | bondik (Gold) | London 2018,0.0
1580172683,Sticker | waterfaLLZ (Gold) | London 2018,96.52
1582170425,Sticker | pashaBiceps (Gold) | London 2018,0.0
1582304855,Sticker | kennyS (Gold) | London 2018,1060.0
1583460641,Sticker | pashaBiceps (Foil) | London 2018,18.33
1583490350,Sticker | Nifty (Foil) | London 2018,7.58
1584904634,Sticker | chrisJ (Gold) | London 2018,59.17
1586662289,Sticker | Winstrike Team (Foil) | London 2018,9.36
1587280904,Sticker | Gambit Esports (Holo) | London 2018,5.4
1587345956,Sticker | compLexity Gaming (Foil) | London 2018,14.91
1587823145,Sticker | SicK (Gold) | London 2018,155.52
1589188298,Sticker | Rogue (Holo) | London 2018,9.43
1589393957,Sticker | FaZe Clan (Foil) | London 2018,37.61
1589557286,Sticker | MAJ3R (Gold) | London 2018,392.29
1594441238,Sticker | Lekr0 (Foil) | London 2018,7.86
1594862423,Sticker | gade (Foil) | London 2018,9.7
1596185540,Sticker | Cloud9 (Foil) | London 2018,41.23
1597168784,Sticker | tarik (Foil) | London 2018,9.97
1597855442,Sticker | snatchie (Foil) | London 2018,7.4
1597855445,Sticker | byali (Foil) | London 2018,9.71
1599236288,Sticker | Stewie2K (Gold) | London 2018,181.66
1629299935,Sticker | NAF (Foil) | London 2018,9.91
1629679510,Sticker | XANTARES (Foil) | London 2018,12.59
1631443297,Sticker | Hiko (Foil) | London 2018,9.93
1632701992,Sticker | ANGE1 (Foil) | London 2018,6.71
1633512616,Sticker | Astralis (Foil) | London 2018,19.91
1633613572,Sticker | GeT_RiGhT (Foil) | London 2018,7.18
1633784791,Sticker | NEO (Foil) | London 2018,5.6
1634330161,Sticker | Gambit Esports (Foil) | London 2018,9.32
1634483494,Sticker | nex (Foil) | London 2018,8.71
1635637924,Sticker | Rogue (Foil) | London 2018,18.2
1635776035,Sticker | TACO (Foil) | London 2018,5.5
1636510087,Sticker | DD (Foil) | London 2018,19.84
1636714249,Sticker | Fnatic (Foil) | London 2018,10.12
1638249424,Sticker | xccurate (Foil) | London 2018,5.88
1638533920,Sticker | captainMo (Foil) | London 2018,16.91
1639116766,Sticker | BIG (Foil) | London 2018,18.35
1640347654,Sticker | tabseN (Foil) | London 2018,9.14
1643220343,Sticker | MICHU (Gold) | London 2018,810.44
1646388184,Sticker | HellRaisers (Foil) | London 2018,20.66
1646455855,Sticker | Renegades (Foil) | London 2018,9.23
1650954061,Sticker | OpTic Gaming (Foil) | London 2018,50.28
1682269663,Sticker | Blacksite (Foil),0.0
1686993874,Sticker | Virtus.Pro (Foil) | London 2018,14.41
1972444302,Sticker | tiziaN (Gold) | Katowice 2019,49.77
1972653537,Sticker | S0tF1k (Gold) | Katowice 2019,56.73
1972954488,Sticker | stanislaw (Gold) | Katowice 2019,29.29
1973529525,Sticker | BnTeT (Gold) | Katowice 2019,31.47
1973676132,Sticker | WorldEdit (Gold) | Katowice 2019,104.31
1974445449,Sticker | erkaSt (Gold) | Katowice 2019,49.81
1974598281,Sticker | NBK- (Gold) | Katowice 2019,60.49
1982591514,Sticker | wayLander (Gold) | Katowice 2019,26.99
1982989401,Sticker | kennyS (Gold) | Katowice 2019,689.44
1983433548,Sticker | CeRq (Gold) | Katowice 2019,65.03
1985988084,Sticker | DickStacy (Gold) | Katowice 2019,882.76
1987912566,Sticker | daps (Gold) | Katowice 2019,119.33
1988229108,Sticker | buster (Gold) | Katowice 2019,37.05
1998394158,Sticker | Jame (Gold) | Katowice 2019,55.83
2011880235,Sticker | n0rb3r7 (Gold) | Katowice 2019,49.15
2018685504,Sticker | sdy (Gold) | Katowice 2019,122.39
738793,Sticker | CS On The Mind,1.14
22190877577,Sticker | Shining Star,0.0
22190877589,Sticker | NT,0.0
22190877595,Sticker | OMG,0.0
22190877607,Sticker | BEEP,0.0
22556640102,Sticker | SENER1 (Gold) | Rio 2022,3.1
22565372118,Sticker | Sico (Gold) | Rio 2022,3.9
22613792154,Sticker | NQZ (Gold) | Rio 2022,31.64
24387616383,Sticker | Uh Oh,0.0
26108706624,Sticker | Ax1Le | Copenhagen 2024,0.03
26145754864,Sticker | Perfecto (Holo) | Copenhagen 2024,3.6
26379362315,Sticker | frozen (Glitter) | Copenhagen 2024,0.03
26422761146,Sticker | Aleksib (Gold) | Copenhagen 2024,9.45
26498712028,Sticker | jkaem (Glitter) | Copenhagen 2024,0.06
26539394915,Sticker | Senzu (Holo) | Copenhagen 2024,0.29
26568268060,Sticker | hades (Glitter) | Copenhagen 2024,0.03
26570815241,Sticker | yuurih (Glitter) | Copenhagen 2024,0.03
26571133566,Sticker | EmiliaQAQ (Glitter) | Copenhagen 2024,0.1
26574646859,Sticker | chopper (Holo) | Copenhagen 2024,0.41
26576269130,Sticker | Wicadia (Holo) | Copenhagen 2024,1.43
26577713566,Sticker | NertZ (Glitter) | Copenhagen 2024,0.09
26670468382,Sticker | roman (Gold) | Copenhagen 2024,6.03
26698639294,Sticker | EmiliaQAQ (Gold) | Copenhagen 2024,10.66
26721035290,Sticker | Calyx (Glitter) | Copenhagen 2024,0.09
26796106314,Sticker | es3tag (Gold) | Rio 2022,23.91
26857746879,Sticker | Snax (Holo) | Copenhagen 2024,3.15
26860946649,Sticker | TeSeS (Holo) | Copenhagen 2024,1.25
26866203810,Sticker | ICY (Gold) | Copenhagen 2024,1.7
26866203852,Sticker | floppy (Gold) | Copenhagen 2024,1.72
26871272601,Sticker | HooXi (Gold) | Copenhagen 2024,3.4
26898853392,Sticker | Grim (Gold) | Copenhagen 2024,1.8
26918695319,Sticker | Dycha (Holo) | Copenhagen 2024,0.48
26924601611,Sticker | ZywOo (Holo) | Copenhagen 2024,3.28
26929126117,Sticker | arrozdoce (Holo) | Copenhagen 2024,2.36
26937383653,Sticker | w0nderful (Gold,0.0
26965995110,Sticker | gla1ve (Glitter) | Copenhagen 2024,0.03
26978070341,Sticker | sjuush (Glitter) | Copenhagen 2024,0.06
26984616489,Sticker | jL (Gold,0.0
27011917308,Sticker | JUST (Gold) | Copenhagen 2024,2.05
27048310210,Sticker | decenty (Holo) | Copenhagen 2024,0.36
27084269553,Sticker | stadodo (Gold) | Copenhagen 2024,1.51
27100915707,Sticker | Jimpphat (Gold) | Copenhagen 2024,5.23
27101595869,Sticker | EmiliaQAQ (Holo) | Copenhagen 2024,3.06
27209957241,Sticker | NertZ (Holo) | Copenhagen 2024,0.73
27211570153,Sticker | MUTiRiS (Gold) | Copenhagen 2024,6.16
27237439759,Sticker | XANTARES (Holo) | Copenhagen 2024,2.43
27237805152,Sticker | arrozdoce (Glitter) | Copenhagen 2024,0.24
27251597539,Sticker | b1t (Gold,0.0
27270719663,Sticker | NiKo (Gold) | Copenhagen 2024,45.79
27347601524,Sticker | hades (Gold) | Copenhagen 2024,2.67
27367123747,Sticker | frozen (Gold) | Copenhagen 2024,5.49
27395408682,Sticker | zont1x (Gold) | Copenhagen 2024,2.6
27503500624,Sticker | FlameZ (Gold) | Copenhagen 2024,3.34
27528671749,Sticker | FalleN (Holo) | Copenhagen 2024,6.21
27584784652,Sticker | ZywOo (Gold) | Copenhagen 2024,22.59
27660612194,Sticker | noway (Gold) | Copenhagen 2024,2.22
27677535275,Sticker | Aleksib (Gold,0.0
27678171344,Sticker | ropz (Gold) | Copenhagen 2024,15.22
27737270405,Sticker | bLitz (Gold) | Copenhagen 2024,2.66
27753165249,Sticker | kauez (Gold) | Copenhagen 2024,1.38
27753784112,Sticker | Wicadia (Gold) | Copenhagen 2024,4.8
27808918996,Sticker | sjuush (Gold) | Copenhagen 2024,3.05
27888484769,Sticker | acoR (Gold) | Copenhagen 2024,3.73
27950627850,Sticker | FalleN (Gold) | Copenhagen 2024,15.5
28032630288,Sticker | arrozdoce (Gold) | Copenhagen 2024,7.96
28032630302,Sticker | ewjerkz (Gold) | Copenhagen 2024,5.3
28032630463,Sticker | MUTiRiS (Holo) | Copenhagen 2024,1.24
28282859610,Sticker | huNter- (Gold) | Copenhagen 2024,5.52
28366290937,Sticker | 910 (Gold) | Copenhagen 2024,3.83
28391470070,Sticker | NQZ (Gold) | Copenhagen 2024,1.51
28541967193,Sticker | VINI (Gold) | Copenhagen 2024,2.87
28628608783,Sticker | Senzu (Gold) | Copenhagen 2024,1.57
28772955013,Sticker | volt (Gold) | Copenhagen 2024,4.38
28892649574,Sticker | arT (Gold) | Copenhagen 2024,5.91
28951213618,Sticker | CacaNito (Gold) | Copenhagen 2024,2.44
28951506953,Sticker | Krad (Gold) | Copenhagen 2024,1.45
28971160734,Sticker | yuurih (Gold) | Copenhagen 2024,3.83
29153295113,Sticker | isak (Gold) | Copenhagen 2024,2.9
29550966798,Sticker | TeSeS (Gold) | Copenhagen 2024,4.06
29569892866,Sticker | STYKO (Gold) | Copenhagen 2024,3.35
29626538231,Sticker | Hobbit (Gold) | Copenhagen 2024,4.68
30395699666,Sticker | Keoz (Gold) | Copenhagen 2024,3.38
30414530090,Sticker | Calyx (Gold) | Copenhagen 2024,3.68
31136900707,Sticker | jkaem (Gold) | Copenhagen 2024,2.64
31859589867,Sticker | Boom Detonation (Glitter),0.25
32055022494,Sticker | Winding Scorch (Foil),2.89
2964,Sticker | Fnatic | Cologne 2015,2.38
2965,Sticker | JW | Cologne 2015,5.92
5546,Sticker | shox | Cologne 2015,16.37
2510788,Sticker | Till Death Do Us Part,1.08
230868,Sticker | The Awper,0.91
